chr1	3661020
chr1	4561767
chr1	4775665
chr1	4797745
chr1	4847665
chr1	5009180
chr1	5073329
chr1	6204554
chr1	6373171
chr1	7078722
chr1	7196701
chr1	7387906
chr1	9535608
chr1	9690926
chr1	9738022
chr1	9788587
chr1	9813612
chr1	9838572
chr1	9934023
chr1	9957894
chr1	10028136
chr1	10030012
chr1	10223330
chr1	10983805
chr1	12980599
chr1	12982688
chr1	13283558
chr1	13362807
chr1	13416728
chr1	13484946
chr1	13504200
chr1	13564025
chr1	13579725
chr1	13650462
chr1	14300074
chr1	14745427
chr1	15795862
chr1	15882945
chr1	16094946
chr1	16167810
chr1	16509252
chr1	16609227
chr1	16646691
chr1	16655405
chr1	16678734
chr1	17087726
chr1	20810294
chr1	20881019
chr1	20941869
chr1	21069164
chr1	21156576
chr1	21208774
chr1	21261629
chr1	21323666
chr1	21951312
chr1	23263329
chr1	23389510
chr1	23928877
chr1	24012340
chr1	24106976
chr1	24594001
chr1	24685858
chr1	30930636
chr1	31006845
chr1	33727129
chr1	33776877
chr1	33814509
chr1	33871285
chr1	33964861
chr1	34062984
chr1	34068230
chr1	34234852
chr1	34293526
chr1	34489834
chr1	34491912
chr1	34496463
chr1	34516408
chr1	34529733
chr1	34542462
chr1	34567541
chr1	34858709
chr1	34899419
chr1	34906918
chr1	35947334
chr1	36125625
chr1	36301006
chr1	36330129
chr1	36364750
chr1	36425657
chr1	36501939
chr1	36518942
chr1	36528738
chr1	36532200
chr1	36568930
chr1	36603954
chr1	36614926
chr1	36748655
chr1	36766458
chr1	36818819
chr1	36823703
chr1	36841814
chr1	36996355
chr1	37085967
chr1	37356895
chr1	37486791
chr1	37597552
chr1	37642896
chr1	37671315
chr1	37776877
chr1	37922266
chr1	37929219
chr1	37947131
chr1	38055089
chr1	38186383
chr1	38683944
chr1	38684679
chr1	38721669
chr1	38954636
chr1	39044761
chr1	39082673
chr1	39250900
chr1	39425249
chr1	39535437
chr1	39592768
chr1	39633970
chr1	39707423
chr1	39777719
chr1	39791744
chr1	39958099
chr1	39980570
chr1	39993476
chr1	40142628
chr1	40323582
chr1	40382254
chr1	40738215
chr1	40847433
chr1	42908250
chr1	43010055
chr1	43149535
chr1	43155398
chr1	43220661
chr1	43503260
chr1	43657989
chr1	43884331
chr1	43990642
chr1	44099179
chr1	44159119
chr1	44176467
chr1	44204894
chr1	44609236
chr1	45852465
chr1	45982616
chr1	46482486
chr1	46910183
chr1	50984332
chr1	51535600
chr1	51972675
chr1	52065556
chr1	52170474
chr1	52176518
chr1	52289155
chr1	52556743
chr1	52687668
chr1	52784079
chr1	52821012
chr1	52856271
chr1	52874267
chr1	52902032
chr1	53009558
chr1	53353743
chr1	53370613
chr1	53409377
chr1	53763504
chr1	53841750
chr1	54251761
chr1	54307730
chr1	54495504
chr1	54614351
chr1	54963786
chr1	54982741
chr1	55084127
chr1	55085980
chr1	55109975
chr1	55144488
chr1	55188442
chr1	55294201
chr1	55420492
chr1	55462888
chr1	57030202
chr1	57434797
chr1	57463706
chr1	57670296
chr1	57831942
chr1	57897067
chr1	57959626
chr1	58026803
chr1	58052964
chr1	58252415
chr1	58360367
chr1	58449522
chr1	58480427
chr1	58502157
chr1	58561675
chr1	58642864
chr1	58709534
chr1	58770275
chr1	58772056
chr1	58852638
chr1	58859569
chr1	59030745
chr1	59176824
chr1	59293909
chr1	59539081
chr1	59727808
chr1	59741974
chr1	59820883
chr1	59970498
chr1	60100229
chr1	60155262
chr1	60237200
chr1	60400213
chr1	60466594
chr1	60623221
chr1	60803300
chr1	60806058
chr1	61685705
chr1	62749962
chr1	62753463
chr1	62842441
chr1	63160228
chr1	63176845
chr1	63223811
chr1	63777343
chr1	64168576
chr1	64349483
chr1	64578909
chr1	64663978
chr1	64737099
chr1	64784020
chr1	65003230
chr1	65225556
chr1	65233422
chr1	66221976
chr1	66747557
